bioguide,name,chamber,party,state,district,industry_labels,policy_topics,committees,subcommittees,official_url
S000344,Brad Sherman,House,Democrat,CA,32,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Regional banking"", ""Securities exchanges""]","[""AI in financial services"", ""Bank regulation"", ""Capital markets regulation"", ""Consumer financial protection"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy""]","[""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]","[""Capital Markets"", ""Digital Assets, Financial Technology, and Artificial Intelligence"", ""East Asia and Pacific"", ""Financial Institutions"", ""Middle East and North Africa""]",https://sherman.house.gov
S001190,Bradley Scott Schneider,House,Democrat,IL,10,[],"[""Customs"", ""Tariffs"", ""Trade policy""]","[""House Committee on Foreign Affairs"", ""House Committee on Ways and Means""]","[""Oversight and Intelligence"", ""Tax"", ""Trade""]",https://schneider.house.gov
G000603,Brandon Gill,House,Republican,TX,26,[],[],"[""House Committee on Oversight and Government Reform"", ""House Committee on the Budget"", ""House Committee on the Judiciary""]","[""Delivering on Government Efficiency"", ""Government Operations"", ""Health Care and Financial Services"", ""Immigration Integrity, Security, and Enforcement"", ""Oversight"", ""The Constitution and Limited Government""]",https://gill.house.gov
B001296,Brendan F. Boyle,House,Democrat,PA,2,"[""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals""]","[""Customs"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""Public health policy"", ""Tariffs"", ""Trade policy""]","[""House Committee on Ways and Means"", ""House Committee on the Budget""]","[""Health"", ""Trade""]",https://boyle.house.gov
G000558,Brett Guthrie,House,Republican,KY,2,[],"[""Consumer protection"", ""Energy policy"", ""Interstate commerce"", ""Public health"", ""Telecommunications policy""]","[""House Committee on Energy and Commerce""]",[],https://guthrie.house.gov
B001291,Brian Babin,House,Republican,TX,36,"[""Artificial intelligence"", ""Commercial aerospace"", ""Environmental services"", ""Infrastructure construction"", ""Semiconductors"", ""Space launch"", ""Space systems"", ""Transit systems"", ""Transportation infrastructure"", ""Wastewater services"", ""Water infrastructure"", ""Water treatment""]","[""Environmental infrastructure"", ""Highway policy"", ""Infrastructure policy"", ""Public transit"", ""Science policy"", ""Space policy"", ""Technology policy"", ""Transportation policy"", ""Water resources""]","[""House Committee on Science, Space, and Technology"", ""House Committee on Transportation and Infrastructure""]","[""Highways and Transit"", ""Water Resources and Environment""]",https://babin.house.gov
M001199,Brian J. Mast,House,Republican,FL,21,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Commercial aerospace"", ""Environmental services"", ""Infrastructure construction"", ""Logistics"", ""Maritime transportation"", ""Passenger airlines"", ""Transportation infrastructure"", ""Wastewater services"", ""Water infrastructure"", ""Water treatment""]","[""Aviation safety"", ""Coast Guard"", ""Environmental infrastructure"", ""FAA policy"", ""Infrastructure policy"", ""Maritime policy"", ""Transportation policy"", ""Water resources""]","[""House Committee on Foreign Affairs"", ""House Committee on Transportation and Infrastructure""]","[""Aviation"", ""Coast Guard and Maritime Transportation"", ""Water Resources and Environment""]",https://mast.house.gov
J000311,Brian Jack,House,Republican,GA,3,[],[],"[""House Committee on Oversight and Government Reform"", ""House Committee on Rules"", ""House Committee on Small Business""]","[""Contracting and Infrastructure"", ""Delivering on Government Efficiency"", ""Federal Law Enforcement"", ""Government Operations"", ""Innovation, Entrepreneurship, and Workforce Development"", ""Rules and Organization of the House""]",https://jack.house.gov
F000466,Brian K. Fitzpatrick,House,Republican,PA,1,"[""Biotechnology"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals"", ""Satellite communications"", ""Space systems""]","[""Classified intelligence"", ""Cyber intelligence"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""National security"", ""Public health policy""]","[""House Committee on Ways and Means"", ""House Permanent Select Committee on Intelligence""]","[""Central Intelligence Agency"", ""Health"", ""Open Source Intelligence"", ""Tax""]",https://fitzpatrick.house.gov
P000620,Brittany Pettersen,House,Democrat,CO,7,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Consumer finance"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Insurance"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Property & casualty insurance"", ""Residential real estate"", ""Securities exchanges""]","[""AI in financial services"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy"", ""Housing finance"", ""Insurance regulation""]","[""House Committee on Financial Services""]","[""Digital Assets, Financial Technology, and Artificial Intelligence"", ""Housing and Insurance""]",https://pettersen.house.gov
W000821,Bruce Westerman,House,Republican,AR,4,"[""Environmental services"", ""Forestry"", ""Hazardous-waste services"", ""Infrastructure construction"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Oil & gas pipelines"", ""Oil exploration & production"", ""Pipeline construction"", ""Rail equipment"", ""Rail technology"", ""Specialty minerals"", ""Transit systems"", ""Transportation infrastructure"", ""Wastewater services"", ""Water infrastructure"", ""Water treatment""]","[""Environmental infrastructure"", ""Hazardous materials"", ""Highway policy"", ""Infrastructure policy"", ""Natural resources policy"", ""Pipeline safety"", ""Public lands"", ""Public transit"", ""Rail safety"", ""Transportation policy"", ""Water resources""]","[""House Committee on Natural Resources"", ""House Committee on Transportation and Infrastructure""]","[""Highways and Transit"", ""Railroads, Pipelines, and Hazardous Materials"", ""Water Resources and Environment""]",https://westerman.house.gov
S001213,Bryan Steil,House,Republican,WI,1,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Brokerage"", ""Consumer finance"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Market data"", ""Securities exchanges""]","[""AI in financial services"", ""Capital markets regulation"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy""]","[""House Committee on Financial Services"", ""House Committee on House Administration"", ""Joint Committee of Congress on the Library"", ""Joint Committee on Printing""]","[""Capital Markets"", ""Digital Assets, Financial Technology, and Artificial Intelligence""]",https://steil.house.gov
O000086,Burgess Owens,House,Republican,UT,4,"[""Aerospace systems"", ""Air freight"", ""Aircraft manufacturing"", ""Commercial aerospace"", ""Hazardous-waste services"", ""Infrastructure construction"", ""Oil & gas pipelines"", ""Passenger airlines"", ""Pipeline construction"", ""Rail equipment"", ""Rail technology"", ""Transit systems"", ""Transportation infrastructure""]","[""Aviation safety"", ""FAA policy"", ""Hazardous materials"", ""Highway policy"", ""Infrastructure policy"", ""Pipeline safety"", ""Public transit"", ""Rail safety"", ""Transportation policy""]","[""House Committee on Education and Workforce"", ""House Committee on Transportation and Infrastructure""]","[""Aviation"", ""Early Childhood, Elementary, and Secondary Education"", ""Health, Employment, Labor, and Pensions"", ""Higher Education and Workforce Development"", ""Highways and Transit"", ""Railroads, Pipelines, and Hazardous Materials""]",https://owens.house.gov
D000032,Byron Donalds,House,Republican,FL,19,"[""Artificial intelligence"", ""Asset management"", ""Banking"", ""Blockchain financial services"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cryptocurrency exchange"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Insurance"", ""Regional banking"", ""Securities exchanges""]","[""AI in financial services"", ""Bank regulation"", ""Consumer financial protection"", ""Digital asset regulation"", ""Financial regulation"", ""Fintech policy""]","[""House Committee on Financial Services"", ""House Committee on Oversight and Government Reform""]","[""Digital Assets, Financial Technology, and Artificial Intelligence"", ""Economic Growth, Energy Policy, and Regulatory Affairs"", ""Financial Institutions"", ""Military and Foreign Affairs""]",https://donalds.house.gov
G000593,Carlos A. Gimenez,House,Republican,FL,28,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Cloud security"", ""Commercial aerospace"", ""Cybersecurity"", ""Defense aerospace"", ""Defense systems"", ""Defense technology"", ""Electric-grid infrastructure"", ""Identity security"", ""Logistics"", ""Maritime transportation"", ""Military drones"", ""Military systems"", ""Passenger airlines"", ""Telecom infrastructure""]","[""Critical infrastructure cybersecurity"", ""Defense logistics"", ""Ground combat systems"", ""Homeland security"", ""Maritime security"", ""Military procurement"", ""Military readiness"", ""National defense"", ""Tactical aviation"", ""Transportation security""]","[""House Committee on Armed Services"", ""House Committee on Homeland Security"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]","[""Cybersecurity and Infrastructure Protection"", ""Readiness"", ""Tactical Air and Land Forces"", ""Transportation and Maritime Security""]",https://gimenez.house.gov
M001205,Carol D. Miller,House,Republican,WV,1,"[""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Healthcare software"", ""Managed care"", ""Medical devices"", ""Medical diagnostics"", ""Pharmaceuticals""]","[""Customs"", ""FDA policy"", ""Health insurance policy"", ""Health tax policy"", ""Medicare policy"", ""Public health policy"", ""Tariffs"", ""Trade policy""]","[""House Committee on Ways and Means""]","[""Health"", ""Trade""]",https://miller.house.gov
M001228,Celeste Maloy,House,Republican,UT,2,"[""Electric utilities"", ""Electric-grid infrastructure"", ""Environmental services"", ""Forestry"", ""Hydrogen energy"", ""Industrial pollution control"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Nuclear technology"", ""Oil exploration & production"", ""Solar energy"", ""Specialty chemicals"", ""Specialty minerals"", ""Water infrastructure"", ""Water treatment"", ""Water utilities"", ""Wind energy""]","[""Energy appropriations"", ""Environmental appropriations"", ""Federal appropriations"", ""Fisheries"", ""Natural resources policy"", ""Public lands"", ""Water infrastructure funding"", ""Water policy"", ""Wildlife""]","[""House Committee on Appropriations"", ""House Committee on Natural Resources""]","[""Energy and Water Development and Related Agencies"", ""Federal Lands"", ""Interior, Environment, and Related Agencies"", ""Legislative Branch"", ""Water, Wildlife and Fisheries""]",https://maloy.house.gov
F000459,"Charles J. ""Chuck"" Fleischmann",House,Republican,TN,3,"[""Artificial intelligence"", ""Battery storage"", ""Biotechnology"", ""Clean energy"", ""Commercial aerospace"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Education services"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Health insurance"", ""Healthcare services"", ""Hydrogen energy"", ""Integrated oil & gas"", ""Medical devices"", ""Medical diagnostics"", ""Military drones"", ""Missile systems"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Nuclear technology"", ""Oil & gas pipelines"", ""Pharmaceuticals"", ""Power generation"", ""Power transmission"", ""Semiconductors"", ""Solar energy"", ""Space launch"", ""Space systems"", ""Water infrastructure"", ""Water utilities"", ""Wind energy""]","[""Defense appropriations"", ""Education appropriations"", ""Energy appropriations"", ""Energy infrastructure"", ""Energy regulation"", ""Energy research"", ""Federal appropriations"", ""Grid reliability"", ""Health appropriations"", ""Labor policy"", ""Military procurement"", ""Science policy"", ""Space policy"", ""Technology policy"", ""Water infrastructure funding""]","[""House Committee on Appropriations"", ""House Committee on Science, Space, and Technology""]","[""Defense"", ""Energy"", ""Energy and Water Development and Related Agencies"", ""Labor, Health and Human Services, Education, and Related Agencies""]",https://fleischmann.house.gov
